ID,answer
231,"Granularity should be User who clicks/User who visits the attribution period of about 2-3 days. If it is too short, it will be difficult to remember the ad because users come in and focus mainly on the video. When it ends, they leave. But if it is too long, it may cause a bad user experience because they see the same ad frequently and in many places until they are dissatisfied and do not focus on the content or position in the end. Add and think that it is an event-based because it is an online platform for both releasing ads and counting sales. It is impossible for users to come back and click again after the trial is complete (ads in any position disappear)."
232,"Hourly or daily granularity to capture intraday or weekly variability. Attribution period by product type, such as a few days or 1 week for quick-to-buy products, and longer for products that require more time to decide."
233,"Agree with using A/B Testing because it can give measurable results, can see the change before and after the ad position change, can control the experiment ecosystem (control variables). "
234,It should be used because using A/B Testing will allow us to conclude which ad placement is more effective.
235,"
It is suitable for measuring user interactions on each visit, which helps to understand user actions when changing ad placements. The attribution period depends on the user&#39;s lifecycle. Hamtube must be sufficient to measure long-term results."
236,"Proportion 50/50. Advantages: Collect data quickly. Disadvantages: There is a high risk that the new position that is changed may not be as good as the original, causing people to click less. Proportion 80/20. Advantages: There is less risk because the percentage of new positions that are changed that will be shown to users is low. If it is not good, the effect is not much. Disadvantages: It takes a long time for the data to be complete. Therefore, the proportion 80/20 is more suitable for this problem. Because if using 50/50, it may affect the platform that has already been opened too much, so the risk is less."
237,"If as stated in the previous answer, I think Bernoulli should be used instead. However, if it is adjusted to compare the number of times people clicked on the ad in the sample (n successes in independent Bernoulli trials), it can be considered the same."
238,"The 50/50 ratio has the advantage of collecting data faster, but has the disadvantage that if the new position (B) that is placed has less clicks, it will lose the clicks that should have been from the original position (A). The 80/20 ratio has the disadvantage of collecting data slower because the proportion that is seen is only 20%, so it takes time to collect the full amount, but has the advantage that if the new position (B) that is selected has less clicks than the original, it will not affect the overall amount much. Choose the 80/20 type because the risk is lower when looking at it from the platform owner&#39;s perspective to minimize the impact, and the attribution period of only 1 day is not a long time. Therefore, collecting data to reach the desired amount does not take a long time."
239,"It should be used because A/B testing allows us to show whether changing the position of the ad will actually increase sales or not. In addition, what is being tested is simple and not new. That is why A/B testing is appropriate."
240,"
A/B testing is an effective way to test changes or improvements in marketing and advertising to measure and find out if there are any improvements in the effectiveness of an advertising campaign. The use of A/B testing here is to test whether moving the position of an ad in Hamtube will affect sales or not. In addition to reducing risk, it also helps to know the results of each change."
241,"Granularity = number of user id because we want to measure the number of users who visit hamtube and click on the ad. Attribution period = 1 day because when they see the ad, they decide whether to click or not. It takes a short time to decide."
242,"For A/B testing in Hamtube ad placement testing: Granularity: Should you choose &quot;User-level&quot; or &quot;Session-level&quot;? &quot;User-level&quot; is best for tracking long-term behavior, while &quot;Session-level&quot; is best for analyzing behavior on a session-by-session basis. Attribution Period: 7-14 days is good for measuring clicks after a user sees an ad. This period provides comprehensive data but is not too long-term."
243,"- 50/50 ratio is the ratio that will give you fast results because it changes by 50%, but if there is an error, it will have a greater impact. - 80/20 ratio will give you slow results, but if there is an error, it will have a smaller impact. - 80/20 is more appropriate."
244,Granularity: Number of ad clicks per number of cookies visited. Cookies are used because they are more accurate than counting hits/impressions and are more implementable. Attribution period: 1 day because watching a video should not take a long time.
245,"It should be a session granularity (number of times visited), it helps to understand how changing ad placement affects user actions in each session, with an attribution period between 1 and 4 weeks, depending on the user&#39;s cycle on the platform, because it allows to measure the impact of ad changes on user behavior over a long enough period to capture changes in behavior, and there are cases where some users may not be active every day, so having a longer period allows to capture a wider range of user actions."
246,"Granularity should be at a level appropriate to the analysis, such as per user or per view, depending on how granular the analysis is. Attribution period refers to the time period that determines when a click or other interaction is associated with a sale, which should be appropriate for the customer&#39;s purchase cycle, perhaps days, weeks or months, depending on how often the user interacts with the platform."
247,"Granularity = Number of users who click on ads / Number of users who see ads. Because it is easy to do and it gives direct access to the user&#39;s ad-clicking behavior. Attribution period = 1 day is the appropriate period because if we give too much period, there may be many factors that will make users come back and click on ads, for example, seeing ads elsewhere and then coming back to click on our website."
248,"Granularity is the number of people who click on an ad in each location / the number of times the ad is shown to users. The length of the attribution period is 1 day because it is the right amount of time, not too much or too little. If it is less than this, it may not be able to measure anything. If it is too much, people will see it often, so it may cut off the problem of clicking, making it impossible to see it on any given day."
249,"Agreed, because what hamtaro wants to do is to test between (A) the original ad position and (B) the new ad position to test whether moving the ad position increases sales or not. So, doing A/B Testing by measuring the clicks on the ads from the original ad position and the clicks on the ads of the new ad position by doing A/B testing."
250,"Numerator - number of times users clicked on the ad; Denominator - session number of times users visited Hamtube; timeout after 1 hour; attribution period: 1 hour, since each session takes at most 1 hour."
251,"For smaller companies in a hurry to choose the best feature, a 50/50 ratio may help us see results faster, but may come at the risk of greater revenue losses if the new feature performs worse than the previous one."
252,"Agree, because the number of ads shown already determines how many people will see A and B, and we want to find the click rate of each type, so we should use binomial distribution."
253,"Agree because the outcome of this test is a binary outcome (click/no click), which is consistent with using a binomial distribution.
"
254,"Because we judge by whether people check out or not, using bionomials is like combining several bernouli&#39;s together, which is appropriate."
255,"A/B testing has only two options: click on the ad (A) and no click (B), which corresponds to a binomial distribution that is appropriate for counting the number of times a user clicks on an ad, making it sensible to use a binomial distribution."
256,"50:50 Pros: - Results are not affected by irrelevant factors because the number of users who saw the old and new ads are the same. - Results are more reliable and comparable. Cons: - May lose revenue because fewer users saw the old ads, resulting in less revenue. 80:20 Pros: - Preserve current revenue because more users are still seeing ads in the old placement. - Reduces the proportion of users who saw the new placement, thus not losing as much revenue. Cons: - Leads to unequal experiments, which may lead to unreliable results. - Takes longer to collect data and verify results. Choosing the 50/50 ratio to get more comparable and reliable results because 80/20 may retain revenue, but the reliability of the results will be reduced."
257,"50/50 Advantages: Can collect data in full amount as required for testing quickly. Disadvantages: There is a risk that the new position that is changed to place the ad will be a position that users are much less interested in, causing the results from the old position to be greatly lost. 80/20 Advantages: Low risk because there is a low ratio of new positions. If there is a loss or the results of the new model are not available, we will not lose much benefit. Disadvantages: It takes a long time to collect enough sample data as specified. I choose 80/20 because to prevent high risk, to not lose too much benefit to the point of failure, and the attribution period of only 7 days is quite short. Therefore, we do not spend a lot of time collecting data."
258,"Granularity is the number of ad clicks, as this is the main goal of this experiment, and the attribution period is at least 1 month, as there needs to be enough time to collect new data to compare with the old data."
259,"Granularity: Number of users (by user id) who click on ads / Number of users who see ads in that format Attribution period: 1 day Reason: We chose this granularity because it reduces the need to truly understand each user&#39;s behavior and is still at an easily achievable level (check by account and assume that most users have only one account). The reason we chose 1 day for the period is because if we choose less, the content of the ads may affect the information received (users choose to click on some brands&#39; ads more). However, if it is more than this, it is highly possible that the click rate will be unrealistically high (if left for a long time, users will click on one of the ads, no matter the layout)."
260,Granularity is Hits/day and attribution period is 1 day to be able to analyze whether the ad move has an effect or not and not leave it for too long.
261,Hamtaro should use A/B testing because he already has the original ad placement on Hamtube and wants to know if changing the placement will affect sales. This is consistent with the nature of A/B testing where there is the same thing and he wants to know the result of changing to something new. A/B testing is suitable for online platforms that can adjust the placement of ads to different users.
262,"Agreed, because you can see that it is a combination of many Bernouli iterations (whether the user clicks on the ad or not)."
263,"The 50/50 ratio allows us to capture data and see differences quickly, but there is a risk that the new position change will be a bad position and cause lost revenue. The 80/20 ratio, because only 20% of users will encounter the new position, reduces the risk of bad position, but it takes longer to capture data than the 50/50. Choose the 80/20 ratio because it is less risky."
264,"It should be used because it allows testing whether moving the ad position has an effect on sales or not, by eliminating other factors that may affect ad clicks, such as inconsistent time periods. For example, if the two experiments are conducted separately, there may be one experiment that coincides with 11.11 or other days where the day and month numbers match, causing users to be more interested in the ad, which may increase the video click rate."
265,"50/50 has the advantage of providing balanced data and fast results, but the disadvantage is that if the change has a large impact, it will affect a larger number of users. 80/20 has the advantage of being less risky, but testing with a small impact may not capture the full picture of the usage of a wide range of users. It also takes longer to collect meaningful data, and the data may not be sufficient. There may not be enough information to create a reliable analysis. 80/20 is more suitable to reduce the risk of hamtube in case of making a mistake, there will be less damage."
266,"It is better to choose 80/20. 50/50 will give you fast results but it is high risk because if you do not move your position well, you will lose a lot of income opportunities. 80/20 takes a long time but has high accuracy. Therefore, I choose 80/20 more."
267,"The granularity should be ad clicks per ad impression, because if ad repositioning is really improving the user experience, they should click on the ad more often when they see it. The attribution period can be very short, around 1 minute, since we are measuring ad impressions and clicks, which are very rapid events. Testing to really see the effect of repositioning shouldn&#39;t take too long per attribution period. "
268,Granularity should be the number of times each user sees an ad. Attribution period is 1 day to measure whether users click on ads in that position in 1 day.
269,"Because A/B test is usually used to optimize marketing campaigns. In this case, Hamtaro wants to test whether changing the position of the ad will increase sales."
270,"50/50 Advantages: Get complete information quickly because both groups will take the same amount of time to collect samples. Disadvantages: 1. There is a risk to the business because if the Experimental creates a negative impact, it will greatly damage the business. 2. It is easy for independence to occur because when there are a large number of users seeing changes, the 2 user groups will talk to each other. 80/20 Advantages: Low risk Disadvantages: Collecting samples from small groups is slow. Choose 80/20 because the advertising system has a great impact on the business&#39;s income, so it should not be too risky."
271,Granularity is the number of userIds that clicked on the ad / the total number of userIds that saw the ad. The attribution period should be 1 day because the ads may be different every day.
272,"Pros/Cons 50/50 Pros: It takes less time to collect samples of 2 groups that see ads in different positions equally. Cons: The risk to sales is high because we don&#39;t know if the new model will have any problems that affect sales, such as causing sales to drop because people don&#39;t notice the new model. 80/20: Pros: It is less risky than the 50:50 model because the new model has only a 20 percent chance of being seen. Cons: It takes a long time to collect the same number of samples of users who see ads in both the new and old models. I think 80/20 is more suitable because even though it takes a long time to collect, the risk of problems that affect the original sales is reduced."
273,"Granularity - Medium to high Segmenting the data by different user groups or videos can help marketing teams gain a clearer picture of the results of an A/B test. Since Hamtube is a platform with a large number of users, an effective granularity would likely be medium to high. Attribution Period - 2 to 4 weeks, so that the impact can be detected immediately and over a medium to long period of time."
274,"
Using a binomial distribution in A/B testing is only appropriate when there is a binary outcome, such as clicks or no clicks, and a known number of trials. Using a binomial distribution makes the calculation and analysis of the results efficient. However, if the A/B test is more complex or involves many groups, other distributions may be more appropriate. The selection of distribution should take into account the nature and complexity of the test to determine the appropriateness for the situation."
275,Granularity should be the number of users who click on the ad because it reflects real user behavior and attribution period should be about 1 day because it is not too little and not too much.
276,"A/B testing should not be done; a normal distribution or t-distribution should be used, which is used to test the mean of two experimental groups."
277,"It should be because moving the ad position is not a significant change or a new format and the results are seen in a short period of time, splitting users easily and appropriately, making A/B testing appropriate."
278,"It should be used because it is an alternative way to test whether changing the ad position will affect sales or not. It is just two choices, not A or B, which is the main characteristic of AB testing."
279,"Granularity should be session level to measure user interactions across visits, useful for understanding how changes in ad placement influence user actions across sessions. The length of the attribution period is the length of time a user is tracked, which can be anywhere from 1-4 weeks to allow for longer-term tracking to measure the impact of ad changes on user behavior over the long term."
280,"Agreed, because this A/B testing has binary results, and using a binomial distribution makes it easier to test hypotheses."
281,A/B testing should be used to clearly show the results of changing the ad position with the old one at the same time and reduce the risk of changing to the new system.
282,"I disagree because the variability of each person&#39;s chances is high and we want to measure whether the click-through rate is higher, so it is better to use the Bernoulli distribution."
283,"Because using A/B testing by placing the A test in the same position and the B test changing the position of the ad will allow you to compare which of the two tests, which pass the same randomness, can increase the number of clicks by users on the ad more."
284,"Granularity: Days because it is not too short and not too long. Normally, online video platforms usually summarize viewership and other figures on a daily basis. If it is hourly, there will be variables related to different times in daily life, making it uncertain. Attribution period: 7 days because normally, on online platforms, users tend to decide to click on ads in a short period of time anyway, so there is no need to use a long time for testing. It also prevents the results from being distorted by other factors."
285,"Since moving the Ads position may or may not increase sales, A/B testing is required, divided into a control group and a test group to see the difference in sales in both groups."
286,Granularity: The experiment should be conducted at the individual level to assess the impact of the change on individual user behavior. Attribution Period: It should be 1-2 weeks as this is an ideal time to collect data and analyze the impact of the change on user behavior.
287,"A/B testing should be used to reduce the effect of randomness during the experiment. Since randomness occurs on both A and B, this randomness is constant on both. The results of the experiment will be due to the difference between A and B only."
288,"I suggest Hamtaro should implement a 50/50 split. 50/50 split Pros: 1. Equal Exposure: A 50/50 split ensures that both versions (old and new ad positions) receive an equal amount of exposure. This can be advantageous for a balanced comparison and helps minimize biases introduced by uneven exposure. 2. Faster Learning: An 50/50 split allows for faster learning about the performance of the new ad positions. The majority of users experience the new positions, providing a quicker assessment of their effectiveness. Cons: 1. Potential User Impact: If the new ad positions have a negative impact on user experience, exposing 50% of users to them may lead to dissatisfaction and a higher risk of negative consequences. 80/20 split Pros: 1. Limited User Impact: If the new ad positions have a negative impact, limiting exposure to 20% of users minimizes the potential negative consequences compared to a 50/50 split. Cons: 1. Slower Learning: If the new ad positions are significantly better, a 50/50 split might result in slower learning and delayed implementation of improvements. 2. Risk of Biased Results: An 80/20 split may introduce bias if the 20% of users exposed to the new ad positions are not representative of the entire user base. This could lead to skewed results and inaccurate conclusions. 3. Missed Opportunities: If the new ad positions are indeed better, an 80/20 split may result in missed opportunities for increased revenue or engagement for the 80% of users not exposed to the improvements.
"
289,"For granularity, it should be the number of times the ads are shown to the user so that the test has sufficient granularity. As for attribution period, it should be only 1 day so that the click results that occur within a short period after the ads are shown can be measured so that the advertising performance can be evaluated accurately and immediately."
290,"Because A/B testing allows you to directly compare the results and user behavior of ad placement changes, with less risk than immediate ad placement changes."
291,"Granularity depends on the sample size, e.g. higher granularity may be required to look at small-scale effects, or the ability to store and process data, e.g. higher granularity may result in a larger volume of data. The attribution period depends on the time commitment of the marketing team and the amount of data needed to support the experiment."
292,"Should have high granularity, should be the number of clicks on the ad because it is a detailed behavior, suitable for observing whether the ad position has an effect on increasing the number of views of the ad or not. Should have a short attribution period because it is necessary to know the response from the user immediately when seeing the ad at that position."
293,"Agree because the ad selection can only be 1 (click) or 0 (no click), so use binomial distribution."
294,"The advantage of the 50/50 model is that it can collect data in full quantity for testing quickly. The disadvantage is that there is a high risk that the new position (B) will be a bad position and will cause the loss of ad clicks that should have been received from the original. The disadvantage of the 80/20 model is that it takes a long time to collect complete data, but the advantage is that there is low risk because we will show type B to a small proportion of users. Therefore, if the display of type B is not good, it will not have much effect. The 80/20 model is chosen because the attribution period is quite short. Therefore, collecting complete data from this selection does not take too long and there is less risk."
295,"The 50/50 split will give faster results than the 80/20 split. The 80/20 split increases the risk of the experiment. I think the 50/50 split can be used because the placement of the ads is unlikely to cause problems for the system, allowing for faster data collection from the experiment."
296,"Granularity in the context of setting the attribution period for A/B testing refers to the level of detail at which the data is analyzed. For Hamtube, this could mean looking at the timing of ad clicks in relation to the ad placement changes to understand which granular time frame provides the most insightful data."
297,I agree because it is a comparison between the old (old advertisement) and the new (new advertisement).
298,"Granularity should be at a level sufficient to provide effective information for decision making. For Hamtube, an online video viewing platform with a large number of users, it is important to split the experiment into large enough groups to see significant results. Meanwhile, the attribution period should be the most appropriate time to measure the advertising effect, which may depend on the nature of the video and the interest of the viewers, and their preferences. "
299,"50/50 Proportion Advantages 1. Due to the equal proportions, hypothesis testing and outcome testing is efficient. 2. Results can be directly compared between groups. Disadvantages 1. If the results are not very different, it may be difficult to tell which change caused the result. 80/20 Proportion Advantages 1. The proportion that made the change is greater, making the experimental results clearer. 2. If we assume that a change will affect the result, the experiment time can be reduced. Disadvantages 1. The proportions of the two groups are not balanced, which may make the experimental results less reliable. 2. Analysis of the experimental results may be more difficult due to unequal proportions of each group. In conclusion, the 50/50 proportion is more appropriate because it gives more reliable experimental results and is more convenient to apply."
300,"50/50 If the new position ad is worse than the old position ad, it will hurt the original business more than the 80/20 ratio, but 50/50 will work for Type B faster than 80/20."
301,50/50 will give you quick results but risk losing morale. 80/20 will take a long time and cause less viewers.
302,"Agree, because there are only two outcomes: click or not click on the ad, and one user&#39;s decision does not affect other users."
303,"A/B testing can help Hamtaro test whether moving ad placements can increase click-through rates, without having to make major changes, just on a few videos. It&#39;s a simple, one-size-fits-all test that eliminates the risk of big changes to the system. All it does is provide data to help make a decision about whether to change the entire system or not."
304,"Agree, because each user click on an ad is an independent event, binomial is suitable for data in the form of success/failure, where the click on an ad can be viewed as data in this manner."
305,"80/20 because if the placement of the ad in the new location is not good, using the 50/50 ratio will make people see it more and may cause the sales to decrease significantly. So if you want to not have much risk, you should use 80/20."
306,"Agree: Binomial distribution is an appropriate choice for measuring outcomes with two states such as “click” or “no click”. This experiment wants to know if changing ad position affects clicks, which is appropriate for situations where a binomial distribution is used."
307,"50/50 ratio: Advantages: It helps the test to be complete and get quality data. Disadvantages: The test may not get enough data for verification because the change has little impact. 80/20 ratio: Advantages: The test will have a greater impact on the group that sees the new position more, which will reduce the testing time. Disadvantages: The data will be unbalanced, making it difficult to analyze the results and making the test unreliable. I think the 80/20 ratio is more suitable for this problem because the higher the ratio, the clearer the consumer behavior will be, allowing Hamtaro to know the market demand faster. However, it depends on the attribution period. If the period is long, Hamtaro can use the 50/50 ratio, which will give better results."
308,Granularity is the ID of the viewer of the video to track how many times the user has watched the video and clicked on the ad. The attribution period should be 7 days to get the real data about the click on the ad.
309,"A/B testing is a valuable tool for Hamtaro to experiment with changes in ad placement. It provides a systematic and controlled way to test hypotheses, ensuring that decisions are based on solid evidence. The insights gained from A/B testing can guide informed decisions about whether or not to implement the changes permanently across the platform."
310,"Agree because what hamtaro wants to test is a test between the original ad position (A) and the new ad position (B) to test whether moving the ad position actually helps increase sales or not. Therefore, doing A/B Testing by measuring sales from the original ad position and the new ad position by doing A/B Testing is appropriate."
311,Hamtaro should use A/B testing to test how to move the placement of his ads to increase sales because it compares the performance of two different variables: the current ad placement and the newly moved ad placement. Hamtaro can test these two ad placements with different audiences and see which placement results in more sales using A/B testing.
312,"Using a binary distribution in A/B testing makes sense if the outcome of the test is a binary outcome, meaning there are only two outcomes (e.g. click or no click), which is what happened in this ad test. If there are multiple outcome categories or other characteristics to analyze, a different statistical distribution may be needed."
313,"Reasons why Hamtaro should use A/B testing to test ad placement migration on Hamtube: Measure compelling business outcomes: A/B testing allows Hamtaro to accurately measure the effect of ad placement migration, whether it’s increased sales or clicks, which are crucial data for deciding on marketing changes. Improve ad performance: A/B testing helps marketing teams understand which placements generate more clicks from their ads, and can then help them optimize their ads for the most effective results. Reduce risk: A/B testing reduces the risk of making changes without any underlying data or evidence, allowing marketing teams to act on the insights gained from testing. Audience optimization: A/B testing helps Hamtube determine which ad placements are most suitable for their target audience, which can help tailor marketing strategies to user needs."
314,A/B testing should be used because considering the repositioning of ads and increasing sales (more users clicking on ads) involves randomness.
315,"Agreed, because Hamtaro wants to test whether moving the ad position (A) and the new ad position (B) will increase sales or not. Therefore, it makes sense to measure the increase in sales by measuring the clicks on the ad at the old and new positions using A/B testing."
316,"Hamtaro should use A/B testing to test which ad placement will increase sales more. Using A/B testing will help to find the conclusion, allowing to test the effect of changing ad placement on different target groups and reduce the risk that may occur from changing ad placement immediately."
317,"Agree because using binomial distribution is suitable for this case because there are only two possible outcomes: the user clicks on the ad and does not click on the ad, many times combined."
318,"50/50 is more risky for the user but will give faster results, while 80/20 is less risky (if the user does not like it) but will give slower results. It is recommended to choose 80/20 because it is more practical and much less risky."
319,"Select Hit rate, the ratio of ad clicks / number of times the ad is shown, because we believe that we will actually count whether the user clicks each time the ad is shown."
320,"number of users that click/number of users viewing ads on Hamtube attribution period : 3 days because it is a suitable period of time to know which position the user clicked. If it is longer than this, it may be uncertain which advertisement is influential."
321,"Agree because we fix the number of ads shown to users, such as Type A shows how many people, Type B shows how many people, and want to find the click rate of each type, so we should use binomial. "
322,"Granularity should be weekly, attribution period should be 7 days as it is suitable for advertising on Hamtube where buyers make quick decisions."
323,"Granularity: It is best to use a &quot;user-level&quot; granularity. This allows for detailed measurement and analysis of individual user behavior in response to ad placement changes. This level of analysis improves our understanding of how individual users respond to ads, which is important for assessing the impact of ad placement changes on clicks. Attribution Period: Choose a long attribution period of 30 days after an ad click because: A long attribution period allows us to capture more of the actions of users who click on an ad. This allows us to see the impact of an ad over a longer period of time and capture a more comprehensive view of user actions without missing important information that occurs shortly after an ad click."
324,"It should be used because it shows the results before making changes, thus reducing the risk."
325,"Granularity is the number of users who click on the ad. The duration of the attribution period should be 2-3 days because it depends on the user&#39;s behavior. If it is too short, it may receive too little data that is difficult to measure. If it is longer, it may cause users to click repeatedly."
326,Granularity: user-level - because the goal is to measure user reaction to changes in ad placement. Attribution Period: An ideal period might be between 1-2 weeks - because users may respond to an ad after viewing it several times or may take some time to decide to click on it.
327,50/50 is riskier but will give you faster decision-making results. 80/20 is slower but not as risky. 80/20 is more appropriate since advertising revenue is likely to be the platform&#39;s main source of income. It is not worth the risk.
328,Granularity is the number of times that people watch this video. It is not necessary to separate it by user ID because each time the user views the ad or not. Use the metric as the number of times the ad is clicked/the number of times that people watch the video. The attribution period should be 12 hours because people are unlikely to sit and watch the clip for more than 12 hours (take a break to eat. Watching continuously for a long time is not good for your health????)
329,"The granularity should be to collect data on every click on the ad on a daily basis to get a more detailed picture of Hamtube&#39;s user usage. The attribution period should be around 7 days to get reasonable or reliable data.
"
330,Agreed because the binomial distribution is suitable for two-group A/B experiments.
331,"Opting for user-level granularity in analysis and a 30-day attribution period provides a detailed and comprehensive understanding of how individual users respond to changes in ad placement. This approach allows Hamtaro to assess both short-term and long-term effects, leading to more informed decisions regarding the optimization of ad positions on the Hamtube platform."
332,"Granularity can be either User-level or Session-level, depending on budget and speed required. - User-level is more detailed, can track results in the long term, can do user segmentation by dividing characteristics such as website visit frequency, personal preferences, personal information (for example, in Facebook targeted ads, it will say Why am I seeing this ads? If you click to see, you will find that there are many factors such as you liked that page, you are this age, you are this gender). - Session-level, although cannot track or create personas, has faster speed and the data can be analyzed more easily. For Attribution Period, choose a week level because if it is too short, it may not be effective. If it is longer than this, the decision to see the ads may be due to other factors."
333,"Granularity is hits, which is the number of times the video is watched. Let the metrics be the number of clicks on the ad in the video / the number of times people watch the video. The reason is that we want to measure whether the change in ad placement causes more clicks or not, so we should measure it per video view, for example, whether the user clicks after watching or not. The attribution period is 1 hour, because we want to know whether seeing the ad in the video causes people to click right away, assuming that most videos are not longer than 1 hour."
334,I agree because it creates distribution and the choice of ad clicks is just 0 and 1: click or no click.
335,"50/50 split: Advantages: A 50/50 split allows for a large and systematic experiment, where all groups are tested equally. This reduces the potential for statistical error in the event of unequal distribution. Disadvantages: A 50/50 split can lengthen the time it takes to collect data and analyze it, as it requires waiting for enough data to make the results more reliable. 80/20 split: Advantages: An 80/20 split allows for more variation in the experiment group, which can help reflect better results more quickly. Disadvantages: An 80/20 split can lead to experiments that are not unequal in the experiments, which can make the results less reliable. A more suitable model is the 50/50 split, because what we want to achieve is equality, meaning we really want to know which one is better. We don’t want to rush anything, which means that the experiment may not need to be repeated because it is an unequal experiment. Another reason is that if a lot of users use hamtube, it means that we will have a lot of data to collect, so there is no need to rush."
336,"A/B testing should be used because A/B testing is a test that can compare 1 variable, in this case, the ad position, very well because the testers are divided into 2 groups, A and B, and each group will encounter different independent variables but otherwise the same, so if the results are different, the difference in results must be due to the independent variable."
337,"Hamtaro should use A/B testing to test changes in ad placements because A/B testing is a scientific way to test the effectiveness of changes by comparing two types of changes. Hamtaro can set the variable in the experiment to be the ad placement, divided into two versions as follows: Version A: Display ads at the original location; Version B: Display ads at a new location. Then, Hamtaro sets the target audience and advertising budget to be the same for both versions and starts experimenting for 1 month."
338,Agreed because the two situations are differentiated by only one variable: ad placement.
339,"The 50/50 model is riskier than the 80/20 model because the new model may cause a large loss of profit. However, the 80/20 model is slower than the 50/50 model because the sample size allocated to the new model is small. You should choose the 80/20 model to reduce the risk of losing profit from the new system."
340,"Choosing a binomial distribution for A/B testing is a good decision. Binomial distributions are used with variables that have only two outcomes (i.e. clicks or no clicks). In this case, it makes sense to use it to measure the number of times users click on ads in each group (control and experimental groups)."
341,"50/50 Ratio: Advantages: Equal comparison: Equal share provides an equal opportunity to compare results between the old and new placements. Disadvantages: Testing can be time consuming: If results do not differ significantly between the 50/50 groups, analysis and decision-making can take a long time. 80/20 Ratio: Advantages: Majority of new placements: Experiments with a larger proportion of ads can allow for more study and testing of the effectiveness of the new ad. Reduced risk: Reducing the proportion of new placements shown to users poses a lower risk of not seeing the new ad for the majority of users. Disadvantages: Unbalanced data: Segmentation can lead to imbalanced data among the groups that saw less of the new ad, which can affect analysis and conclusions. I think the 80/20 ratio should have the advantage that if the adjustment to the placement results in poor results or is unsuccessful, it will not affect a large number of users and can always be reversed with a smaller impact than the 50/50 model."
342,Total number of ads divided by total views and atrribution period set to 1 day because we are interested in how many viewers click on ads compared to those who watch them and set the days to not be too long to avoid other influences on purchases besides ad placement.
343,"Granularity should be the number of ad clicks per number of ad views, which is consistent with the hypothesis and makes it easy to draw conclusions, and the attribution period should be 1 day to reduce external factors."
344,"Agree, because click/no click is a bernoulli distribution, and we collect the number of clicks on the ad in the video/number of times people watch the video, counting only the first click, which is like doing bernoulli repeatedly but with a denominator, making it in the form of an average, a normalized binomial, and from the central limit theorem it becomes a normal distribution, so we can use a normal distribution instead."
345,"Agree, because what Hamtaro wants to test is a test between the original ad position and the new ad to test whether changing the ad position actually increases sales or not, so it should be A/B testing."
346,"Agreed, because it measures the probability of an ad being clicked or not, which is ideal for a binomial distribution that measures the probability of an outcome with two possible outcomes (occurring/not occurring)."
347,"
• Granularity: Hits/Impressions - the number of times a page is viewed. This is because if the user encounters an issue, we want to understand if &quot;users click on ads more.&quot; • Attribution Period: 1 day. This is suitable because website visits occur quickly, within a short timeframe."
348,"Advantages of 50/50 ratio: It provides balanced data from both groups, but may increase the test time. Advantages of 80/20 ratio: It provides more stable results and faster conclusions, but may introduce imbalances in the data, depending on which is more important, speed or balance."
349,"No. In general, in A/B testing, a distribution related to randomized hypothesis testing, such as the normal distribution or t-distribution, is used to test hypotheses about the means of two different experimental groups and to analyze the results of experiments that compare Group A and Group B. The reason is that the use of a binomial distribution in A/B testing is not possible because A/B testing has different statistical characteristics. A binomial distribution may be suitable for counting the number of times a specific event occurs in a given number of experiments, but it is not suitable for analyzing the results of A/B testing that compares experimental and control groups with different characteristics."
350,I disagree. I think the clicks are more of a normal distribution.
351,"Agree because it is a test where the user answers yes, no, which is a common situation in A/B testing and adds together, which results are independent of each other. "
352,"It should be used because it allows Hamtaro to compare the effects of changing ad placements in a controlled environment, allowing him to more clearly assess how much the change affected ad clicks."
353,-Granularity should be at the individual level to accurately track each user&#39;s behavior towards an ad click. This allows identifying which users are responding to changes in ad placement. - The length of the attribution period should be determined by the user&#39;s decision cycle and frequency of visits to the platform. It can start with 1-2 weeks and assess if there is enough data.
354,The granularity should be the number of users who watch online videos as tracked by cookies and the attribution period should be 1 hour because most online video viewing is less than 1 hour and the user clicking on an ad should not be a process that takes more than 1 hour because it will involve too many variables.
355,"It should be used to test the hypothesis that moving the ad position will actually increase sales, since we don&#39;t know how much impact changing the ad position will have on users."
356,"I agree with using the binomial distribution because it is suitable for tests with two outcomes: click on the ad or not click on the ad. Moreover, the distribution is simple and clear."
357,"50/50 can see results faster, but may risk losing a large number of Hamtube customers. 80/20 has lower risk, but results are slower. "
358,"If you choose 50/50, it will be riskier because if you make 50% of users who see the ad in the new location decide to click less, the sales will drop more. Therefore, you should choose 80/20 to reduce the risk until you are sure that the sales really increase before moving up the percentage."
359,"granularity -&gt; User Ids because if we really want to measure people&#39;s interest, we should measure from everyone who sees the Ads Attribute periods -&gt; 1 day because if the user sees the change and is interested, he/she will click right away. But if it&#39;s more than 1 day, it seems like the user might be interested in something else about the product in the ad. 
"
360,Agree with Hamtaro because the key decision is whether users click or not.
361,"It is used because it is a scientific method to help find answers or decide whether something should be done or not. A/B testing will try to remove the confounding factor, extract the complicated relationship to get only what we are interested in, which is a better method than using gut feeling or past experience to guess for sure.
"
